Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
3AEYU2LJ,journalArticle,"Singh, Ashneet Khandpur; Sánchez, Marcel Ortiz; Caparros, Marc Garnica; de los Mozos, Mario Reyes; Castellvi, Silvia; Dalmolen, Simon; Tsiakas, Kosmas; Itsios, Paschalis; Mariolis, Ioannis; Giakoumis, Dimitrios; Rodríguez, Silvia; Velasco, Asier Aguayo; Cabello, Daniel; Lopez, Borja Perez",A Security Analysis of European Data Space Architectures,Data Science and Engineering,2025,,,,10.1007/s41019-025-00311-z,2364-1541,,http://dx.doi.org/10.1007/s41019-025-00311-z,Springer Science and Business Media LLC
4LEPAMPV,journalArticle,"Pu, Huizhong; Hua, Yan",Adaptive course recommendation using federated learning and graph convolutional networks in IoT-enhanced e-learning,Scientific Reports,2025,15,1,,10.1038/s41598-025-26085-y,2045-2322,,http://dx.doi.org/10.1038/s41598-025-26085-y,Springer Science and Business Media LLC
48GIQUWN,journalArticle,"Prasad, Kashi Sai; Udayakumar, P; Laxmi Lydia, E.; Ahmed, Mohammed Altaf; Ishak, Mohamad Khairi; Karim, Faten Khalid; Mostafa, Samih M.",A two-tier optimization strategy for feature selection in robust adversarial attack mitigation on internet of things network security,Scientific Reports,2025,15,1,,10.1038/s41598-025-85878-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-85878-3,Springer Science and Business Media LLC
3JBJKKI9,journalArticle,"Rajesh, M.; Usha, M.; Easwaramoorthy, Sathishkumar Veerappampalayam",Integrating holographic counterparts for intelligent IoT consumer devices,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00170-0,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00170-0,Springer Science and Business Media LLC
3J7Z78H2,journalArticle,"Sameh, Ahmed; Fanni, Mohamed; Rashad, Maher",Advances in intelligent industrial manipulators for smart manufacturing and standardized automation technologies,Discover Robotics,2025,1,1,,10.1007/s44430-025-00012-2,3059-3204,,http://dx.doi.org/10.1007/s44430-025-00012-2,Springer Science and Business Media LLC
45B77XVJ,journalArticle,"Prabhu B.P., Aniruddha; Sunitha, N. R.",A hybrid artificial intelligence model for cyberattack detection using a generative AI embedded approach,Discover Artificial Intelligence,2026,6,1,,10.1007/s44163-026-00901-4,2731-0809,,http://dx.doi.org/10.1007/s44163-026-00901-4,Springer Science and Business Media LLC
4KLE3W56,journalArticle,"Li, Menglin; Yu, Wenwen; Li, Yiming",Deep neural network-based coupling model of inter-organizational knowledge flow and agent collaborative decision-making,Scientific Reports,2026,16,1,,10.1038/s41598-026-37838-8,2045-2322,,http://dx.doi.org/10.1038/s41598-026-37838-8,Springer Science and Business Media LLC
4EY4QWCA,journalArticle,"Kundu, Shakti; Chaturvedi, Ravi Prakash; Mishra, Annu; Agrawal, Akshat; Aldossary, Sultan Mesfer; Ayadi, Manel; Adem, Kedir Botamo; Hashmi, Arshad",A trustworthy cybersecurity model for transparent cyberattack detection using Bald Eagle Search tuned XGBoost and explainable AI,Journal of Cloud Computing,2026,15,1,,10.1186/s13677-026-00878-6,2192-113X,,http://dx.doi.org/10.1186/s13677-026-00878-6,Springer Science and Business Media LLC
3ER8TQF6,journalArticle,"Lee, Jaejun; Yu, Yonggyun; Seo, Hogeon",Restoration of multi-channel signal loss using autoencoder with recursive input strategy,Scientific Reports,2025,15,1,,10.1038/s41598-025-98374-5,2045-2322,,http://dx.doi.org/10.1038/s41598-025-98374-5,Springer Science and Business Media LLC
4BZ8BBQE,journalArticle,"Gurushanker, Abirami; Rufus, A. Jeffrey; Columbus, C. Christopher; Aravind, C. K.",FeXAI: Federated and Explainable AI for cyber threat detection in IoT-enabled smart transportation systems,Scientific Reports,2026,16,1,,10.1038/s41598-026-46141-5,2045-2322,,http://dx.doi.org/10.1038/s41598-026-46141-5,Springer Science and Business Media LLC
44N786HD,journalArticle,"Jeysuriya, K.; Renjith, P. N.; Sudhakaran, G.",Quantum-resilient cross-trust evaluation for zero trust 5G security,Scientific Reports,2026,16,1,,10.1038/s41598-026-44119-x,2045-2322,,http://dx.doi.org/10.1038/s41598-026-44119-x,Springer Science and Business Media LLC
3B4C2K2C,journalArticle,"Islam, Md Ruman; Subramaniam, Mahadevan; Huang, Pei-Chi",Image-based deep learning for smart digital twins: a review,Artificial Intelligence Review,2025,58,5,,10.1007/s10462-024-11002-y,1573-7462,,http://dx.doi.org/10.1007/s10462-024-11002-y,Springer Science and Business Media LLC
4LFGAPQC,journalArticle,"Ferreira, Luís; Silva, Leopoldo; Morais, Francisco; Martins, Carlos Manuel; Pires, Pedro Miguel; Rodrigues, Helena; Cortez, Paulo; Pilastri, André",International revenue share fraud prediction on the 5G edge using federated learning,Computing,2023,105,9,1907–1932,10.1007/s00607-023-01174-w,1436-5057,,http://dx.doi.org/10.1007/s00607-023-01174-w,Springer Science and Business Media LLC
3R5Q3CEG,journalArticle,"Elgohr, Abdelrahman T.; Rashad, Maher; El-Gendy, Eman M.; Shaaban, Waleed; Saafan, Mahmoud M.",Trust as a design principle in human–robot collaboration: a review of explainable and adaptive control,Artificial Intelligence Review,2026,59,5,,10.1007/s10462-026-11554-1,1573-7462,,http://dx.doi.org/10.1007/s10462-026-11554-1,Springer Science and Business Media LLC
3B4N2A6I,journalArticle,"Fazlollahtabar, Hamed",Human-robot interaction using retrieval-augmented generation and fine-tuning with transformer neural networks in industry 5.0,Scientific Reports,2025,15,1,,10.1038/s41598-025-12742-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-12742-9,Springer Science and Business Media LLC
3T28EMM5,journalArticle,"Bhardwaj, Tanisha; Sumangali, K.",An explainable federated blockchain framework with privacy-preserving AI optimization for securing healthcare data,Scientific Reports,2025,15,1,,10.1038/s41598-025-04083-4,2045-2322,,http://dx.doi.org/10.1038/s41598-025-04083-4,Springer Science and Business Media LLC
4J4EEP2K,journalArticle,"Al Nuaim, Ahmed; Qayyum, Junaid",A hierarchical neuromorphic multi agent framework for energy aware and secure 6G resource optimization using Neuro6G agent,Scientific Reports,2026,16,1,,10.1038/s41598-026-54349-8,2045-2322,,http://dx.doi.org/10.1038/s41598-026-54349-8,Springer Science and Business Media LLC
4B7YECQB,journalArticle,"Aron, Cosmin; Sgarbossa, Fabio; Ballot, Eric; Ivanov, Dmitry",Cloud material handling systems: a cyber-physical system to enable dynamic resource allocation and digital interoperability,Journal of Intelligent Manufacturing,2023,35,8,3815–3836,10.1007/s10845-023-02262-6,1572-8145,,http://dx.doi.org/10.1007/s10845-023-02262-6,Springer Science and Business Media LLC
44ISBVAT,journalArticle,"Alanazi, Adwan A.; Althbiti, Ashrf; Ghorashi, Sara Abdelwahab; Birkea, Fathea M. O.; Soto-Diaz, Roosvel; Escorcia-Gutierrez, José",Secure federated learning with metaheuristic optimized dimensionality reduction and multi-head attention for DDoS attack mitigation,Scientific Reports,2025,15,1,,10.1038/s41598-025-15052-2,2045-2322,,http://dx.doi.org/10.1038/s41598-025-15052-2,Springer Science and Business Media LLC
3ZNZI24I,journalArticle,"Aleisa, Mohammed A.",Enhancing Security in CPS Industry 5.0 using Lightweight MobileNetV3 with Adaptive Optimization Technique,Scientific Reports,2025,15,1,,10.1038/s41598-025-00496-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-00496-3,Springer Science and Business Media LLC
3QCJW2ZN,journalArticle,"Andreica, Tudor; Musuroi, Adrian; Anistoroaei, Alfred; Jichici, Camil; Groza, Bogdan",Blockchain integration for in-vehicle CAN bus intrusion detection systems with ISO/SAE 21434 compliant reporting,Scientific Reports,2024,14,1,,10.1038/s41598-024-58694-4,2045-2322,,http://dx.doi.org/10.1038/s41598-024-58694-4,Springer Science and Business Media LLC
3JQ83E28,journalArticle,"Alva, Linga Reddy; Pandey, Bishwajeet","Agentic AI systems in the age of generative models: architectures, cloud scalability, and real-world applications",Artificial Intelligence Review,2026,59,3,,10.1007/s10462-025-11458-6,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11458-6,Springer Science and Business Media LLC
4M5ZGUJ4,journalArticle,"Al-Dahhan, Aisha; Hussien, Aseel; Baker, Thar; AL Aghbari, Zaher",IntEnergy: an efficient federated learning model for energy consumption forecasting in smart homes,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00197-3,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00197-3,Springer Science and Business Media LLC
3VTVX7KT,journalArticle,"Alam, S.; Khan, M.F.",Enhancing AI-Human Collaborative Decision-Making in Industry 4.0 Management Practices,IEEE Access,2024,12,,119433–119444,10.1109/ACCESS.2024.3449415,,,https://www.scopus.com/pages/publications/85202778710?origin=resultslist,
4FBSG7NP,journalArticle,"Yang, J.; Zheng, J.; Baker, T.; Tang, S.; Tan, Y.-A.; Zhang, Q.",Clean-label poisoning attacks on federated learning for IoT,Expert Systems,2023,40,5,,10.1111/exsy.13161,,,https://www.scopus.com/pages/publications/85139652135?origin=resultslist,
4BWNRBJM,conferencePaper,"Siddiq, M.S.; Younis, S.",Federated Learning Scheme for Physical Layer Authentication in Industrial IoT Application,,2024,,,7–12,10.1109/IEC61018.2024.11064226,,,https://www.scopus.com/pages/publications/105012108774?origin=resultslist,
3MIXZYQX,conferencePaper,"Büttner, D.; Schöttke, D.; Schäfer, S.; Knoch, S.; Porta, D.; Schwartz, T.; Ocando Röhricht, C.; Zielstorff, A.; Bayha, A.",Adaptive Learning Paths for Industry 4.0 Competencies: Didactic Framework with Role- and Maturity-Based Differentiation Using the Asset Administration Shell,,2026,2825 CCIS,,222–245,10.1007/978-3-032-15576-4_15,,,https://www.scopus.com/pages/publications/105029701887?origin=resultslist,
5PM58E4D,conferencePaper,"Barbieri, L.; Savazzi, S.; Nicoli, M.",Compressed Bayesian Federated Learning for Reliable Passive Radio Sensing in Industrial IoT,,2024,,,344–349,10.1109/CAI59869.2024.00071,,,https://www.scopus.com/pages/publications/85201231286?origin=resultslist,
5DTBDXBE,conferencePaper,"Franco, N.; Van, H.M.; Dreiser, M.; Weiss, G.",Towards a Self-Adaptive Architecture for Federated Learning of Industrial Automation Systems,,2021,,,210–216,10.1109/SEAMS51251.2021.00035,,,https://www.scopus.com/pages/publications/85113453445?origin=resultslist,
5SDCXNME,conferencePaper,"Natrayan, L.; Kota, S.R.; Kamal, M.D.R.; Veeraswamy, D.; Kaliappan, S.",Multi-Objective Fault Detection and Maintenance in Industrial IoT Using the Decentralized Policy-Based RL Model,,2025,,,,10.1109/ICTBIG68706.2025.11323870,,,https://www.scopus.com/pages/publications/105032856431?origin=resultslist,
5EF8ULPT,journalArticle,"Are, S.; Krishna, N.G.; Thati, J.; Gopi, K.",Federated multi scale vision transformer with adaptive client aggregation for industrial defect detection,Scientific Reports,2025,15,1,,10.1038/s41598-025-12390-z,,,https://www.scopus.com/pages/publications/105017782840?origin=resultslist,
5RZDFDQW,journalArticle,"Guendouzi, B.S.; Ouchani, S.; Al Assaad, H.; El Zaher, M.",Ensuring the federation correctness: Formal verification of Federated Learning in industrial cyber-physical systems,Future Generation Computer Systems,2025,166,,,10.1016/j.future.2024.107675,,,https://www.scopus.com/pages/publications/85213082949?origin=resultslist,
5JZJSNWT,journalArticle,"Ranathunga, T.; McGibney, A.; Rea, S.; Bharti, S.",Blockchain-Based Decentralized Model Aggregation for Cross-Silo Federated Learning in Industry 4.0,IEEE Internet of Things Journal,2023,10,5,4449–4461,10.1109/JIOT.2022.3218704,,,https://www.scopus.com/pages/publications/85141626824?origin=resultslist,
5K4SAGSI,journalArticle,"Yazdinejad, A.; Dehghantanha, A.; Parizi, R.M.; Hammoudeh, M.; Karimipour, H.; Srivastava, G.",Block Hunter: Federated Learning for Cyber Threat Hunting in Blockchain-Based IIoT Networks,IEEE Transactions on Industrial Informatics,2022,18,11,8356–8366,10.1109/TII.2022.3168011,,,https://www.scopus.com/pages/publications/85128634357?origin=resultslist,
5ER4X4Z8,conferencePaper,"Zhang, F.; Wang, D.; Jiang, Y.",A Efficient Prototype-Assisted Clustered Federated Learning Framework for Industrial Internet of Things,,2023,,,322–328,10.1109/ICICN59530.2023.10393679,,,https://www.scopus.com/pages/publications/85184998651?origin=resultslist,
4QGK3K5L,conferencePaper,T. Kang; H. Yang; L. Dai; X. Hu; J. Du,Privacy-Enhanced Federated Learning for Distributed Heterogeneous Data,2025 8th International Conference on Computer Information Science and Application Technology (CISAT),2025,,,121–125,10.1109/CISAT66811.2025.11181802,,,,
52GHRF9H,conferencePaper,"Guo, M.; Mukherjee, M.; Liang, G.; Zhang, J.",Computation Offloading for Machine Learning in Industrial Environments,,2020,2020-October,,4465–4470,10.1109/IECON43393.2020.9255001,,,https://www.scopus.com/pages/publications/85097740224?origin=resultslist,
5C7ZLYAZ,conferencePaper,"Kumar, A.; Kaur, S.; Sachdeva, R.; Kaur, K.",A Federated Attention-Enhanced Graph Neural Network Framework for Real-Time Intrusion Detection in Edge Computing Environments,,2025,,,,10.1109/ICONAT66879.2025.11362512,,,https://www.scopus.com/pages/publications/105034002946?origin=resultslist,
5PHMCM9N,journalArticle,"Sharma, Chetan; Sharma, Shamneesh; Sharma, Komal; Sethi, Ganesh Kumar; Chen, Hsin-Yuan",Exploring explainable AI: a bibliometric analysis,Discover Applied Sciences,2024,6,11,,10.1007/s42452-024-06324-z,3004-9261,,http://dx.doi.org/10.1007/s42452-024-06324-z,Springer Science and Business Media LLC
5B32LWAB,journalArticle,"Yang, Hang; Jiao, Wenxuan; Zouyi, Lingyun; Diao, Hongli; Xia, Shibin",Artificial intelligence in the food industry: innovations and applications,Discover Artificial Intelligence,2025,5,1,,10.1007/s44163-025-00296-8,2731-0809,,http://dx.doi.org/10.1007/s44163-025-00296-8,Springer Science and Business Media LLC
4WPZLQL4,journalArticle,"Zhou, Yanjie; Kang, Yaqing; Li, Pulin; Feng, Xuehao",Container relocation problem: a systematic review and bibliometric analysis,Journal of Shipping and Trade,2026,11,1,,10.1186/s41072-026-00231-9,2364-4575,,http://dx.doi.org/10.1186/s41072-026-00231-9,Springer Science and Business Media LLC
5VIVTSFD,journalArticle,"Elenien, Wesam Ibrahim Abo; Ibrahim, Nada Ashraf; Mohamed, Mariam; Elenien, Youssef Abo; Heiba, Momen; Abouelenin, Osama; Mahmood, Dunya Abbas; Hussein, Farhan Khaleel",A bibliometric analysis of global research trends in adoptive cell therapy for triple negative breast cancer over the past 15 years,Discover Oncology,2026,17,1,,10.1007/s12672-026-05277-6,2730-6011,,http://dx.doi.org/10.1007/s12672-026-05277-6,Springer Science and Business Media LLC
5W4XGCMF,journalArticle,"Vellimalaipattinam Thiruvenkatasamy, Krishnaprasath; Ghanimi, Hayder M. A.; Sengan, Sudhakar; Alharbi, Meshal Ghalib",An online tool based on the Internet of Things and intelligent blockchain technology for data privacy and security in rural and agricultural development,Scientific Reports,2025,15,1,,10.1038/s41598-025-13231-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-13231-9,Springer Science and Business Media LLC
575HLE3R,journalArticle,"Xin, Dongfeng",Multi-source heterogeneous data fusion and intelligent prediction modeling for chemical engineering construction projects based on improved transformer architecture,Scientific Reports,2025,15,1,,10.1038/s41598-025-22752-2,2045-2322,,http://dx.doi.org/10.1038/s41598-025-22752-2,Springer Science and Business Media LLC
5E8ALEYE,journalArticle,"Reddy, Nalavala Ramanjaneya; Dalton, G. Arul; Swathi, K.; Subrahmanyam, Dasaka V. S. S.; G, Lakshmi Kranthi; Nagaraju, Gujjeti",Secure quantum-resilient smart city communication networks using QSC-Net with MF-MBO-based energy-aware task scheduling,Scientific Reports,2026,16,1,,10.1038/s41598-026-41015-2,2045-2322,,http://dx.doi.org/10.1038/s41598-026-41015-2,Springer Science and Business Media LLC
4MDJGQEP,journalArticle,"Saeed, Nahla Hafez; Hamza, Alyaa A.; Sobh, Mohamed A.; Bahaa-Eldin, Ayman M.",Efficient feature ranked hybrid framework for android Iot malware detection,Scientific Reports,2026,16,1,,10.1038/s41598-026-35238-6,2045-2322,,http://dx.doi.org/10.1038/s41598-026-35238-6,Springer Science and Business Media LLC
5SPVQ2IW,journalArticle,"Okafor, Nnamdi Ikemefuna; Igbokwe, Nkeiruka; Onohuean, Hope; Faya, Mbuso; Choonara, Yahya E.",Artificial Intelligence-Driven Development and Characterization of Nanomedicine,BioNanoScience,2026,16,4,,10.1007/s12668-026-02476-x,2191-1649,,http://dx.doi.org/10.1007/s12668-026-02476-x,Springer Science and Business Media LLC
5JLFAQ8L,journalArticle,"Pramanick, Neha; Mathew, Jimson; Selvarajan, Shitharth; Agarwal, Mayank",Leveraging stacking machine learning models and optimization for improved cyberattack detection,Scientific Reports,2025,15,1,,10.1038/s41598-025-01052-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-01052-9,Springer Science and Business Media LLC
5CBP4UP8,journalArticle,"Pandey, Vivek Kumar; Sahu, Dinesh; Prakash, Shiv; Rathore, Rajkumar Singh; Dixit, Pratibha; Hunko, Iryna",A lightweight framework to secure IoT devices with limited resources in cloud environments,Scientific Reports,2025,15,1,,10.1038/s41598-025-09885-0,2045-2322,,http://dx.doi.org/10.1038/s41598-025-09885-0,Springer Science and Business Media LLC
4NKRHVZL,journalArticle,"Panda, Sucheta; Priyadarshini, Sushree Bibhuprada B.","An In-Depth Examination of Localization Strategies Employed in Wireless Sensor Networks (WSNs): Methods, Challenges and Prospective Developments",International Journal of Networked and Distributed Computing,2025,13,2,,10.1007/s44227-025-00067-y,2211-7946,,http://dx.doi.org/10.1007/s44227-025-00067-y,Springer Science and Business Media LLC
